AIA193,AIA211,HMI_m
2019-02-17T08-51-07.fits,2019-02-17T08-51-08.fits,2019-02-13T09-01-30.fits
2018-09-04T08-12-41.fits,2018-09-04T08-12-47.fits,2018-08-31T09-01-30.fits
2013-07-15T03-30-33.fits,2013-07-15T03-30-40.fits,2013-07-11T03-01-30.fits
2017-10-19T06-08-08.fits,2017-10-19T06-08-13.fits,2017-10-15T06-01-30.fits
2012-10-23T14-08-56.fits,2012-10-23T14-08-56.fits,2012-10-19T15-01-30.fits
2016-07-03T08-17-14.fits,2016-07-03T08-17-19.fits,2016-06-29T09-01-30.fits
2015-09-28T07-59-58.fits,2015-09-28T08-00-02.fits,2015-09-24T09-01-30.fits
2018-06-28T07-53-55.fits,2018-06-28T07-54-01.fits,2018-06-24T09-01-30.fits
2014-11-25T05-48-37.fits,2014-11-25T05-48-41.fits,2014-11-21T06-01-30.fits
2012-10-24T18-30-57.fits,2012-10-24T18-30-57.fits,2012-10-20T18-01-30.fits
2012-12-06T22-22-06.fits,2012-12-06T22-22-06.fits,2012-12-02T21-01-30.fits
2015-02-02T07-31-59.fits,2015-02-02T07-32-02.fits,2015-01-29T09-01-30.fits
2016-11-08T09-26-08.fits,2016-11-08T09-26-13.fits,2016-11-04T09-01-30.fits
2017-06-02T06-51-55.fits,2017-06-02T06-51-59.fits,2017-05-29T06-01-30.fits
2019-05-10T05-22-28.fits,2019-05-10T05-22-33.fits,2019-05-06T06-01-30.fits
2015-03-12T09-01-57.fits,2015-03-12T09-02-01.fits,2015-03-08T09-02-15.fits
2017-04-23T07-17-22.fits,2017-04-23T07-17-17.fits,2017-04-19T06-01-30.fits
2020-03-17T06-50-46.fits,2020-03-17T07-55-08.fits,2020-03-13T06-01-30.fits
2014-07-24T06-51-09.fits,2014-07-24T06-51-17.fits,2014-07-20T06-01-30.fits
2015-06-18T03-40-25.fits,2015-06-18T03-40-29.fits,2015-06-14T03-01-30.fits
2013-07-20T08-38-47.fits,2013-07-20T08-38-55.fits,2013-07-16T09-01-30.fits
2019-04-16T10-29-29.fits,2019-04-16T09-14-29.fits,2019-04-12T09-01-30.fits
2018-10-07T07-53-28.fits,2018-10-07T07-53-33.fits,2018-10-03T09-01-30.fits
2014-09-06T06-19-38.fits,2014-09-06T06-19-46.fits,2014-09-02T06-01-30.fits
2018-12-07T03-51-35.fits,2018-12-07T03-51-40.fits,2018-12-03T03-01-30.fits
2017-08-23T05-45-26.fits,2017-08-23T05-45-24.fits,2017-08-19T06-01-30.fits
2018-07-15T06-00-29.fits,2018-07-15T06-00-34.fits,2018-07-11T06-01-30.fits
2017-12-25T04-37-52.fits,2017-12-25T04-37-57.fits,2017-12-21T06-01-30.fits
2012-10-16T19-28-10.fits,2012-10-16T21-05-56.fits,2012-10-12T18-01-30.fits
2014-02-19T07-20-59.fits,2014-02-19T07-21-06.fits,2014-02-15T06-01-30.fits
2018-03-25T03-40-39.fits,2018-03-25T03-40-43.fits,2018-03-21T03-01-30.fits
2017-03-15T06-44-17.fits,2017-03-15T06-44-23.fits,2017-03-11T06-01-30.fits
2014-10-08T03-30-20.fits,2014-10-08T03-30-27.fits,2014-10-04T03-01-30.fits
2013-10-11T05-08-40.fits,2013-10-11T05-08-48.fits,2013-10-07T06-01-30.fits
2015-05-30T02-35-22.fits,2015-05-30T02-35-26.fits,2015-05-26T03-01-30.fits
2017-08-27T01-30-04.fits,2017-08-27T01-30-09.fits,2017-08-23T00-01-30.fits
2017-12-20T10-06-42.fits,2017-12-20T10-06-47.fits,2017-12-16T09-01-30.fits
2019-12-20T02-30-08.fits,2019-12-20T02-30-14.fits,2019-12-16T03-01-30.fits
2019-08-08T05-22-16.fits,2019-08-08T05-22-22.fits,2019-08-04T06-01-30.fits
2012-10-23T00-37-22.fits,2012-10-23T00-37-22.fits,2012-10-19T00-01-30.fits
2020-07-03T02-36-45.fits,2020-07-03T02-36-52.fits,2020-06-29T03-01-30.fits
2015-12-27T06-54-19.fits,2015-12-27T06-54-24.fits,2015-12-23T06-01-30.fits
2012-11-16T07-07-13.fits,2012-11-16T07-07-23.fits,2012-11-12T06-01-30.fits
2020-04-29T01-30-04.fits,2020-04-29T01-30-10.fits,2020-04-25T00-01-30.fits
2014-08-04T07-25-49.fits,2014-08-04T07-25-57.fits,2014-07-31T06-01-30.fits
2016-02-16T09-04-31.fits,2016-02-16T09-04-36.fits,2016-02-12T09-01-30.fits
2014-12-06T05-31-49.fits,2014-12-06T05-31-54.fits,2014-12-02T06-01-30.fits
2018-01-09T05-40-00.fits,2018-01-09T05-40-04.fits,2018-01-05T06-01-30.fits
2019-08-03T07-56-41.fits,2019-08-03T07-56-47.fits,2019-07-30T09-01-30.fits
2013-11-14T07-51-25.fits,2013-11-14T07-51-33.fits,2013-11-10T09-01-30.fits
2017-12-03T03-36-36.fits,2017-12-03T03-36-40.fits,2017-11-29T03-01-30.fits
2015-03-19T03-38-48.fits,2015-03-19T03-38-52.fits,2015-03-15T03-01-30.fits
2013-10-24T05-44-08.fits,2013-10-24T05-44-16.fits,2013-10-20T06-01-30.fits
2014-07-22T06-18-11.fits,2014-07-22T06-18-19.fits,2014-07-18T06-01-30.fits
2017-10-09T07-51-42.fits,2017-10-09T07-51-46.fits,2017-10-05T09-01-30.fits
2016-01-31T04-41-43.fits,2016-01-31T04-41-48.fits,2016-01-27T06-01-30.fits
2017-08-14T04-40-21.fits,2017-08-14T04-40-25.fits,2017-08-10T06-01-30.fits
2016-01-15T05-50-59.fits,2016-01-15T05-51-04.fits,2016-01-11T06-01-30.fits
2013-01-20T07-26-22.fits,2013-01-20T07-26-30.fits,2013-01-16T06-01-30.fits
2017-04-24T05-44-17.fits,2017-04-24T05-44-22.fits,2017-04-20T06-01-30.fits
2012-12-07T01-28-04.fits,2012-12-07T01-28-04.fits,2012-12-03T00-01-30.fits
2016-10-25T03-59-35.fits,2016-10-25T03-59-40.fits,2016-10-21T03-01-30.fits
2013-03-25T09-06-31.fits,2013-03-25T09-06-39.fits,2013-03-21T09-02-15.fits
2016-03-17T07-06-58.fits,2016-03-17T07-07-03.fits,2016-03-13T06-01-30.fits
2013-01-24T04-30-31.fits,2013-01-24T04-30-40.fits,2013-01-20T03-01-30.fits
2012-10-17T19-45-22.fits,2012-10-17T19-45-22.fits,2012-10-13T21-01-30.fits
2013-04-18T03-30-21.fits,2013-04-18T03-30-29.fits,2013-04-14T03-01-30.fits
2012-10-18T20-34-40.fits,2012-10-18T20-34-40.fits,2012-10-14T21-01-30.fits
2018-02-10T06-51-51.fits,2018-02-10T05-48-11.fits,2018-02-06T06-01-30.fits
2014-03-15T06-14-26.fits,2014-03-15T06-14-34.fits,2014-03-11T06-01-30.fits
2012-10-26T14-39-14.fits,2012-10-26T14-39-14.fits,2012-10-22T15-01-30.fits
2013-05-27T08-48-45.fits,2013-05-27T08-48-53.fits,2013-05-23T09-01-30.fits
2018-04-08T03-54-45.fits,2018-04-08T03-54-50.fits,2018-04-04T03-01-30.fits
2016-09-04T04-45-52.fits,2016-09-04T04-45-58.fits,2016-08-31T06-01-30.fits
2017-03-16T01-30-03.fits,2017-03-16T01-30-08.fits,2017-03-12T00-01-30.fits
2017-12-05T09-58-41.fits,2017-12-05T09-58-45.fits,2017-12-01T09-01-30.fits
2015-09-27T09-11-59.fits,2015-09-27T09-12-03.fits,2015-09-23T09-01-30.fits
2012-12-12T05-49-42.fits,2012-12-12T05-49-51.fits,2012-12-08T06-01-30.fits
2012-11-20T07-15-00.fits,2012-11-20T07-15-07.fits,2012-11-16T06-01-30.fits
2016-10-16T05-02-49.fits,2016-10-16T05-02-54.fits,2016-10-12T06-01-30.fits
2012-12-07T01-27-55.fits,2012-12-07T01-27-55.fits,2012-12-03T00-01-30.fits
2017-03-31T03-37-45.fits,2017-03-31T03-37-50.fits,2017-03-27T03-01-30.fits
2014-08-11T04-35-57.fits,2014-08-11T04-36-04.fits,2014-08-07T06-01-30.fits
2016-01-03T06-53-55.fits,2016-01-03T06-53-59.fits,2015-12-30T06-01-30.fits
2013-08-25T03-30-36.fits,2013-08-25T03-30-44.fits,2013-08-21T03-01-30.fits
2017-10-26T07-54-09.fits,2017-10-26T07-54-13.fits,2017-10-22T09-01-30.fits
2016-08-20T08-09-50.fits,2016-08-20T08-09-54.fits,2016-08-16T09-01-30.fits
2016-02-14T08-59-08.fits,2016-02-14T08-59-12.fits,2016-02-10T09-01-30.fits
2012-12-10T15-41-46.fits,2012-12-10T15-41-46.fits,2012-12-06T15-01-30.fits
2012-12-06T22-42-13.fits,2012-12-06T22-42-13.fits,2012-12-03T00-01-30.fits
2013-08-15T08-54-29.fits,2013-08-15T08-54-36.fits,2013-08-11T09-01-30.fits
2016-02-23T03-39-10.fits,2016-02-23T03-39-15.fits,2016-02-19T03-01-30.fits
2016-10-08T04-49-36.fits,2016-10-08T04-49-40.fits,2016-10-04T06-01-30.fits
2020-04-14T05-05-48.fits,2020-04-14T05-05-54.fits,2020-04-10T06-01-30.fits
2012-12-07T20-44-45.fits,2012-12-07T20-44-45.fits,2012-12-03T21-01-30.fits
2014-02-10T07-22-31.fits,2014-02-10T07-22-38.fits,2014-02-06T06-01-30.fits
2012-12-06T20-41-54.fits,2012-12-06T20-41-54.fits,2012-12-02T21-01-30.fits
2017-05-08T02-33-55.fits,2017-05-08T02-34-00.fits,2017-05-04T03-01-30.fits
2014-08-23T05-43-46.fits,2014-08-23T05-43-54.fits,2014-08-19T06-01-30.fits
2016-03-21T01-30-08.fits,2016-03-21T01-30-13.fits,2016-03-17T00-01-30.fits
2015-02-28T06-58-22.fits,2015-02-28T06-58-26.fits,2015-02-24T06-01-30.fits
2015-12-14T08-02-03.fits,2015-12-14T08-02-07.fits,2015-12-10T09-01-30.fits
2013-07-31T04-45-45.fits,2013-07-31T04-45-53.fits,2013-07-27T06-01-30.fits
2013-12-28T22-35-08.fits,2013-12-28T22-35-07.fits,2013-12-25T00-01-30.fits
2019-10-14T04-00-34.fits,2019-10-14T04-00-40.fits,2019-10-10T03-01-30.fits
2020-01-12T06-08-31.fits,2020-01-12T06-08-36.fits,2020-01-08T06-01-30.fits
2017-10-18T04-49-56.fits,2017-10-18T04-50-01.fits,2017-10-14T06-01-30.fits
2016-01-10T07-01-01.fits,2016-01-10T07-01-06.fits,2016-01-06T06-01-30.fits
2012-12-07T22-51-58.fits,2012-12-07T22-51-58.fits,2012-12-04T00-01-30.fits
2018-10-21T07-59-01.fits,2018-10-21T07-59-07.fits,2018-10-17T09-01-30.fits
2016-03-31T01-30-06.fits,2016-03-31T02-36-03.fits,2016-03-27T00-01-30.fits
2019-01-04T11-26-29.fits,2019-01-04T11-26-34.fits,2018-12-31T12-01-30.fits
2018-01-02T06-46-59.fits,2018-01-02T06-47-03.fits,2017-12-29T06-01-30.fits
2019-11-04T07-46-53.fits,2019-11-04T07-46-58.fits,2019-10-31T09-01-30.fits
2015-02-25T10-07-49.fits,2015-02-25T10-07-54.fits,2015-02-21T09-01-30.fits
2020-06-11T03-42-11.fits,2020-06-11T03-42-16.fits,2020-06-07T03-01-30.fits
2017-11-08T03-36-00.fits,2017-11-08T03-36-04.fits,2017-11-04T03-01-30.fits
2018-10-29T05-23-03.fits,2018-10-29T05-23-08.fits,2018-10-25T06-01-30.fits
2018-04-01T02-43-20.fits,2018-04-01T02-43-26.fits,2018-03-28T03-01-30.fits
2018-06-30T10-26-06.fits,2018-06-30T10-26-11.fits,2018-06-26T09-01-30.fits
2019-04-14T09-29-05.fits,2019-04-14T09-29-11.fits,2019-04-10T09-01-30.fits
2019-12-10T03-44-55.fits,2019-12-10T03-45-00.fits,2019-12-06T03-01-30.fits
2013-01-09T06-24-14.fits,2013-01-09T06-24-22.fits,2013-01-05T06-01-30.fits
2015-06-13T07-04-52.fits,2015-06-13T07-04-57.fits,2015-06-09T06-01-30.fits
2017-02-14T02-30-03.fits,2017-02-14T02-30-09.fits,2017-02-10T03-01-30.fits
2015-01-07T03-59-30.fits,2015-01-07T03-59-34.fits,2015-01-03T03-01-30.fits
2019-01-05T10-21-51.fits,2019-01-05T10-21-57.fits,2019-01-01T09-01-30.fits
2015-11-08T02-30-10.fits,2015-11-08T02-30-15.fits,2015-11-04T03-01-30.fits
2013-12-31T07-10-42.fits,2013-12-31T07-10-49.fits,2013-12-27T06-01-30.fits
2019-05-08T04-07-36.fits,2019-05-08T04-07-41.fits,2019-05-04T03-01-30.fits
2015-05-31T05-49-29.fits,2015-05-31T05-49-33.fits,2015-05-27T06-01-30.fits
2020-01-11T02-30-05.fits,2020-01-11T02-30-12.fits,2020-01-07T03-01-30.fits
2017-05-13T07-29-21.fits,2017-05-13T07-29-26.fits,2017-05-09T06-01-30.fits
2020-03-20T05-55-28.fits,2020-03-20T05-55-33.fits,2020-03-16T06-01-30.fits
2013-03-07T05-50-09.fits,2013-03-07T05-50-17.fits,2013-03-03T06-01-30.fits
2019-09-23T09-02-35.fits,2019-09-23T09-02-40.fits,2019-09-19T09-01-30.fits
2017-06-23T05-43-29.fits,2017-06-23T05-43-34.fits,2017-06-19T06-01-30.fits
2020-02-03T07-18-29.fits,2020-02-03T07-18-34.fits,2020-01-30T06-01-30.fits
2016-03-03T03-38-39.fits,2016-03-03T03-38-44.fits,2016-02-28T03-01-30.fits
2015-05-14T04-42-54.fits,2015-05-14T04-42-59.fits,2015-05-10T06-01-30.fits
2016-08-05T01-30-07.fits,2016-08-05T01-30-12.fits,2016-08-01T00-01-30.fits
2015-06-17T01-30-35.fits,2015-06-17T03-39-39.fits,2015-06-13T00-01-30.fits
2013-07-26T11-02-17.fits,2013-07-26T11-02-24.fits,2013-07-22T12-01-30.fits
2012-10-24T17-52-11.fits,2012-10-24T17-52-11.fits,2012-10-20T18-01-30.fits
2015-11-09T07-04-31.fits,2015-11-09T07-04-36.fits,2015-11-05T06-01-30.fits
2014-12-17T03-59-15.fits,2014-12-17T03-59-19.fits,2014-12-13T03-01-30.fits
2014-05-17T07-24-06.fits,2014-05-17T07-23-52.fits,2014-05-13T06-01-30.fits
2016-11-19T07-32-27.fits,2016-11-19T07-32-32.fits,2016-11-15T09-01-30.fits
2019-09-27T01-30-08.fits,2019-09-27T01-30-14.fits,2019-09-23T00-01-30.fits
2020-06-01T04-47-21.fits,2020-06-01T03-42-14.fits,2020-05-28T06-01-30.fits
2016-10-13T02-39-22.fits,2016-10-13T02-39-26.fits,2016-10-09T03-01-30.fits
2014-08-23T03-30-19.fits,2014-08-23T03-30-26.fits,2014-08-19T03-01-30.fits
2012-12-07T23-18-52.fits,2012-12-07T23-18-52.fits,2012-12-04T00-01-30.fits
2012-10-18T21-11-02.fits,2012-10-18T21-11-02.fits,2012-10-14T21-01-30.fits
2019-09-19T02-42-44.fits,2019-09-19T02-42-49.fits,2019-09-15T03-01-30.fits
2015-02-27T08-01-24.fits,2015-02-27T08-01-29.fits,2015-02-23T09-02-15.fits
2018-10-11T19-30-25.fits,2018-10-11T19-30-31.fits,2018-10-07T18-01-30.fits
2018-10-21T02-47-15.fits,2018-10-21T02-47-29.fits,2018-10-17T03-01-30.fits
2016-11-14T03-51-35.fits,2016-11-14T03-51-39.fits,2016-11-10T03-01-30.fits
2014-10-03T07-05-27.fits,2014-10-03T07-05-34.fits,2014-09-29T06-01-30.fits
2015-12-13T02-30-10.fits,2015-12-13T02-30-15.fits,2015-12-09T03-01-30.fits
2019-03-07T11-51-01.fits,2019-03-07T11-51-08.fits,2019-03-03T12-01-30.fits
2016-03-18T04-51-19.fits,2016-03-18T04-51-23.fits,2016-03-14T06-01-30.fits
2016-10-01T09-01-57.fits,2016-10-01T09-02-02.fits,2016-09-27T09-01-30.fits
2017-11-21T02-30-06.fits,2017-11-21T02-30-11.fits,2017-11-17T03-01-30.fits
2013-05-09T22-06-59.fits,2013-05-09T22-07-07.fits,2013-05-05T21-01-30.fits
2016-02-20T04-52-38.fits,2016-02-20T04-52-43.fits,2016-02-16T06-01-30.fits
2018-12-02T08-12-23.fits,2018-12-02T08-12-28.fits,2018-11-28T09-01-30.fits
2016-02-15T02-30-06.fits,2016-02-15T02-30-11.fits,2016-02-11T03-01-30.fits
2017-06-06T02-33-16.fits,2017-06-06T02-33-21.fits,2017-06-02T03-01-30.fits
2020-01-05T03-51-20.fits,2020-01-05T03-51-27.fits,2020-01-01T03-01-30.fits
2019-02-23T05-08-37.fits,2019-02-23T05-08-42.fits,2019-02-19T06-01-30.fits
2018-07-05T08-57-05.fits,2018-07-05T08-57-11.fits,2018-07-01T09-01-30.fits
2016-09-19T05-01-27.fits,2016-09-19T05-01-32.fits,2016-09-15T06-01-30.fits
2016-03-23T03-44-41.fits,2016-03-23T03-44-46.fits,2016-03-19T03-01-30.fits
2016-10-15T07-30-41.fits,2016-10-15T07-30-45.fits,2016-10-11T06-01-30.fits
2012-10-25T00-21-06.fits,2012-10-25T00-21-06.fits,2012-10-21T00-01-30.fits
2018-11-16T10-14-59.fits,2018-11-16T10-15-05.fits,2018-11-12T09-01-30.fits
2017-11-09T03-47-03.fits,2017-11-09T03-47-08.fits,2017-11-05T03-01-30.fits
2015-08-09T04-39-12.fits,2015-08-09T04-39-17.fits,2015-08-05T06-01-30.fits
2012-12-07T14-09-16.fits,2012-12-07T14-09-16.fits,2012-12-03T15-01-30.fits
2019-11-08T03-45-56.fits,2019-11-08T03-46-01.fits,2019-11-04T03-01-30.fits
2013-01-17T07-40-17.fits,2013-01-17T07-40-25.fits,2013-01-13T09-01-30.fits
2014-11-27T05-20-15.fits,2014-11-27T05-20-19.fits,2014-11-23T06-01-30.fits
2012-10-07T04-08-00.fits,2012-10-07T04-08-07.fits,2012-10-03T03-01-30.fits
2017-02-07T06-47-56.fits,2017-02-07T06-48-01.fits,2017-02-03T06-01-30.fits
2014-01-04T05-03-38.fits,2014-01-04T05-03-45.fits,2013-12-31T06-01-30.fits
2019-05-29T21-06-09.fits,2019-05-29T21-06-14.fits,2019-05-25T21-01-30.fits
2019-12-30T11-46-18.fits,2019-12-30T11-46-23.fits,2019-12-26T12-01-30.fits
2013-02-17T04-30-29.fits,2013-02-17T04-30-36.fits,2013-02-13T03-01-30.fits
2016-12-20T10-11-00.fits,2016-12-20T10-11-04.fits,2016-12-16T09-01-30.fits
2017-03-01T08-50-58.fits,2017-03-01T08-50-53.fits,2017-02-25T09-01-30.fits
2015-11-01T01-30-05.fits,2015-11-01T01-30-10.fits,2015-10-28T00-01-30.fits
2013-02-27T04-30-28.fits,2013-02-27T04-30-36.fits,2013-02-23T03-01-30.fits
2015-08-24T01-30-07.fits,2015-08-24T01-30-12.fits,2015-08-20T00-01-30.fits
2018-06-18T05-20-07.fits,2018-06-18T05-20-12.fits,2018-06-14T06-01-30.fits
2016-02-17T05-44-46.fits,2016-02-17T05-44-51.fits,2016-02-13T06-01-30.fits
2012-10-17T20-59-11.fits,2012-10-17T20-59-11.fits,2012-10-13T21-01-30.fits
2018-08-30T09-17-33.fits,2018-08-30T09-17-28.fits,2018-08-26T09-01-30.fits
2015-04-08T06-44-44.fits,2015-04-08T06-44-48.fits,2015-04-04T06-01-30.fits
2017-05-02T05-42-25.fits,2017-05-02T05-42-31.fits,2017-04-28T06-01-30.fits
2012-10-22T14-23-29.fits,2012-10-22T14-23-29.fits,2012-10-18T15-01-30.fits
2020-05-06T09-15-46.fits,2020-05-06T09-15-51.fits,2020-05-02T09-01-30.fits
2019-04-30T02-27-07.fits,2019-04-30T02-27-12.fits,2019-04-26T03-01-30.fits
2012-12-20T09-10-11.fits,2012-12-20T09-10-19.fits,2012-12-16T09-01-30.fits
2014-09-12T06-19-35.fits,2014-09-12T06-19-43.fits,2014-09-08T06-01-30.fits
2013-01-05T08-15-01.fits,2013-01-05T08-15-08.fits,2013-01-01T09-01-30.fits
2015-04-03T05-57-33.fits,2015-04-03T05-57-38.fits,2015-03-30T06-01-30.fits
2020-03-02T09-11-30.fits,2020-03-02T09-11-34.fits,2020-02-27T09-01-30.fits
2014-03-09T06-41-13.fits,2014-03-09T06-41-20.fits,2014-03-05T06-01-30.fits
2012-12-10T14-05-22.fits,2012-12-10T14-05-22.fits,2012-12-06T15-01-30.fits
2015-03-16T03-41-30.fits,2015-03-16T03-41-34.fits,2015-03-12T03-01-30.fits
2014-12-15T03-30-16.fits,2014-12-15T03-30-21.fits,2014-12-11T03-01-30.fits
2013-03-06T07-12-03.fits,2013-03-06T07-12-11.fits,2013-03-02T06-01-30.fits
2013-03-25T06-04-25.fits,2013-03-25T06-04-33.fits,2013-03-21T06-01-30.fits
2015-06-13T02-37-13.fits,2015-06-13T02-37-28.fits,2015-06-09T03-01-30.fits
2012-10-23T01-50-53.fits,2012-10-23T01-50-53.fits,2012-10-19T03-01-30.fits
2020-05-13T04-52-32.fits,2020-05-13T04-52-37.fits,2020-05-09T06-01-30.fits
2015-02-11T09-55-57.fits,2015-02-11T09-56-02.fits,2015-02-07T09-01-30.fits
2015-12-11T10-14-39.fits,2015-12-11T10-14-44.fits,2015-12-07T09-01-30.fits
2017-10-15T03-39-00.fits,2017-10-15T03-39-04.fits,2017-10-11T03-01-30.fits
2013-11-11T07-50-02.fits,2013-11-11T07-50-10.fits,2013-11-07T09-01-30.fits
2013-02-04T08-15-42.fits,2013-02-04T08-15-50.fits,2013-01-31T09-01-30.fits
2015-02-25T04-43-54.fits,2015-02-25T04-43-59.fits,2015-02-21T06-01-30.fits
2013-07-06T08-39-08.fits,2013-07-06T08-39-16.fits,2013-07-02T09-01-30.fits
2016-09-18T08-21-51.fits,2016-09-18T08-21-55.fits,2016-09-14T09-01-30.fits
2015-03-08T02-30-57.fits,2015-03-08T02-31-02.fits,2015-03-04T03-01-30.fits
2018-03-16T03-39-17.fits,2018-03-16T03-39-22.fits,2018-03-12T03-01-30.fits
2019-12-24T03-45-28.fits,2019-12-24T03-45-36.fits,2019-12-20T03-01-30.fits
2017-03-29T07-57-59.fits,2017-03-29T07-58-04.fits,2017-03-25T09-01-30.fits
2012-12-07T14-49-39.fits,2012-12-07T14-49-39.fits,2012-12-03T15-01-30.fits
2018-03-16T02-34-33.fits,2018-03-16T02-34-37.fits,2018-03-12T03-01-30.fits
2012-12-10T14-38-40.fits,2012-12-10T14-38-40.fits,2012-12-06T15-01-30.fits
2017-03-28T02-33-22.fits,2017-03-28T02-33-27.fits,2017-03-24T03-01-30.fits
2014-06-14T06-17-45.fits,2014-06-14T06-17-50.fits,2014-06-10T06-01-30.fits
2015-11-17T09-26-00.fits,2015-11-17T09-26-05.fits,2015-11-13T09-01-30.fits
2017-05-21T09-01-09.fits,2017-05-21T09-01-14.fits,2017-05-17T09-01-30.fits
2014-07-22T04-36-47.fits,2014-07-22T04-36-55.fits,2014-07-18T06-01-30.fits
2018-07-19T05-27-22.fits,2018-07-19T05-27-28.fits,2018-07-15T06-01-30.fits
2015-07-24T06-52-21.fits,2015-07-24T06-52-25.fits,2015-07-20T06-01-30.fits
2013-04-27T04-11-31.fits,2013-04-27T04-11-39.fits,2013-04-23T03-01-30.fits
2014-05-04T06-09-50.fits,2014-05-04T06-09-57.fits,2014-04-30T06-01-30.fits
2012-10-22T15-37-14.fits,2012-10-22T15-37-14.fits,2012-10-18T15-01-30.fits
2018-07-09T03-58-55.fits,2018-07-09T03-59-03.fits,2018-07-05T03-01-30.fits
2019-12-09T02-30-13.fits,2019-12-09T02-30-19.fits,2019-12-05T03-01-30.fits
2012-11-02T04-11-02.fits,2012-11-02T04-11-10.fits,2012-10-29T03-01-30.fits
2017-01-06T04-38-34.fits,2017-01-06T04-38-38.fits,2017-01-02T06-01-30.fits
2013-03-15T03-30-30.fits,2013-03-15T03-30-38.fits,2013-03-11T03-01-30.fits
2012-10-19T14-39-39.fits,2012-10-19T14-39-39.fits,2012-10-15T15-01-30.fits
2020-06-17T08-05-53.fits,2020-06-17T08-05-58.fits,2020-06-13T09-01-30.fits
2016-04-20T06-00-58.fits,2016-04-20T06-01-03.fits,2016-04-16T06-01-30.fits
2018-08-22T02-46-24.fits,2018-08-22T02-46-32.fits,2018-08-18T03-01-30.fits
2013-04-21T04-49-06.fits,2013-04-21T04-49-14.fits,2013-04-17T06-01-30.fits
2015-03-08T03-34-54.fits,2015-03-08T03-34-58.fits,2015-03-04T03-01-30.fits
2015-07-21T02-33-50.fits,2015-07-21T02-33-54.fits,2015-07-17T03-01-30.fits
2018-11-28T11-07-26.fits,2018-11-28T09-51-16.fits,2018-11-24T12-01-30.fits
2013-06-17T05-55-56.fits,2013-06-17T05-56-04.fits,2013-06-13T06-01-30.fits
2020-02-28T10-17-20.fits,2020-02-28T09-11-35.fits,2020-02-24T09-01-30.fits
2012-10-24T14-22-32.fits,2012-10-24T14-22-32.fits,2012-10-20T15-01-30.fits
2012-12-10T14-48-42.fits,2012-12-10T14-48-42.fits,2012-12-06T15-01-30.fits
2014-02-07T07-56-46.fits,2014-02-07T07-56-50.fits,2014-02-03T09-01-30.fits
2012-12-10T14-59-53.fits,2012-12-10T14-59-53.fits,2012-12-06T15-01-30.fits
2019-05-20T04-05-24.fits,2019-05-20T04-05-30.fits,2019-05-16T03-01-30.fits
2020-05-22T04-48-47.fits,2020-05-22T04-48-52.fits,2020-05-18T06-01-30.fits
2012-12-07T14-31-31.fits,2012-12-07T14-31-31.fits,2012-12-03T15-01-30.fits
2014-05-28T04-02-30.fits,2014-05-28T04-02-37.fits,2014-05-24T03-01-30.fits
2015-05-09T02-36-49.fits,2015-05-09T02-36-54.fits,2015-05-05T03-01-30.fits
2017-05-22T01-30-04.fits,2017-05-22T01-30-10.fits,2017-05-18T00-01-30.fits
2012-10-24T18-19-08.fits,2012-10-24T18-19-08.fits,2012-10-20T18-01-30.fits
2013-02-27T05-46-16.fits,2013-02-27T05-46-23.fits,2013-02-23T06-01-30.fits
2013-01-09T08-17-16.fits,2013-01-09T08-17-24.fits,2013-01-05T09-01-30.fits
2016-03-21T09-22-14.fits,2016-03-21T09-22-21.fits,2016-03-17T09-01-30.fits
2019-04-19T04-06-45.fits,2019-04-19T04-06-51.fits,2019-04-15T03-01-30.fits
2013-09-11T10-27-12.fits,2013-09-11T10-27-22.fits,2013-09-07T09-02-15.fits
2020-01-03T05-15-16.fits,2020-01-03T05-15-22.fits,2019-12-30T06-01-30.fits
2015-04-29T04-44-57.fits,2015-04-29T04-45-01.fits,2015-04-25T06-01-30.fits
2017-04-09T01-30-04.fits,2017-04-09T01-30-09.fits,2017-04-05T00-01-30.fits
2015-08-22T07-01-13.fits,2015-08-22T07-01-18.fits,2015-08-18T06-01-30.fits
2017-07-02T07-54-42.fits,2017-07-02T07-54-46.fits,2017-06-28T09-01-30.fits
2012-10-17T08-11-47.fits,2012-10-17T08-11-57.fits,2012-10-13T09-01-30.fits
2013-02-11T04-30-24.fits,2013-02-11T04-30-31.fits,2013-02-07T03-01-30.fits
2020-05-13T03-46-01.fits,2020-05-13T03-46-06.fits,2020-05-09T03-01-30.fits
2016-03-23T01-30-09.fits,2016-03-23T01-30-15.fits,2016-03-19T00-01-30.fits
2015-11-15T05-57-15.fits,2015-11-15T05-57-20.fits,2015-11-11T06-01-30.fits
2014-09-09T05-09-07.fits,2014-09-09T05-09-15.fits,2014-09-05T06-01-30.fits
2013-03-30T07-25-09.fits,2013-03-30T07-25-17.fits,2013-03-26T06-01-30.fits
2012-12-07T15-50-01.fits,2012-12-07T15-50-01.fits,2012-12-03T15-01-30.fits
2017-02-10T09-59-05.fits,2017-02-10T09-59-09.fits,2017-02-06T09-01-30.fits
2015-11-02T08-03-06.fits,2015-11-02T08-03-11.fits,2015-10-29T09-01-30.fits
2013-02-14T09-04-28.fits,2013-02-14T09-04-36.fits,2013-02-10T09-01-30.fits
2016-09-11T06-51-06.fits,2016-09-11T06-51-00.fits,2016-09-07T06-01-30.fits
